store_id,sku_id,avg_daily_demand,on_hand,lead_time_days,demand_std,safety_stock,reorder_point,on_hand_units,target_stock,recommended_order_qty,max_sellable_units,days_cover_without_plan,stockout_days_without_plan,total_stock_with_plan,days_cover_with_plan,stockout_days_with_plan,stockout_days_reduced,lost_sales_avoided_units,lost_sales_avoided_value,inventory_value_before,inventory_value_after,inventory_value_change,best_case_demand,best_case_stockout_days,worst_case_demand,worst_case_stockout_days
ST001,SKU0001,0.27358490566037735,0.0,7,1.0398051117791167,4.539258467273081,6.454352806895722,0.0,8.20754716981132,5.471698113207547,5.471698113207547,0.0,30.0,5.471698113207547,20.0,10.0,20.0,5.471698113207547,547.1698113207548,0.0,547.1698113207548,547.1698113207548,0.2188679245283019,5.0,0.3283018867924528,13.333333333333332
ST001,SKU0002,0.2641509433962264,0.0,7,1.073611849621824,4.686841431873845,6.53589803564743,0.0,7.9245283018867925,5.283018867924528,5.283018867924528,0.0,30.0,5.283018867924528,20.0,10.0,20.0,5.283018867924528,528.3018867924528,0.0,528.3018867924528,528.3018867924528,0.21132075471698114,5.0000000000000036,0.3169811320754717,13.333333333333332
ST001,SKU0003,0.5734597156398105,0.0,7,2.4471668501385566,10.683081588544018,14.697299598022692,0.0,17.203791469194314,11.469194312796208,11.469194312796208,0.0,30.0,11.469194312796208,20.0,10.0,20.0,11.469194312796208,1146.9194312796208,0.0,1146.9194312796208,1146.9194312796208,0.4587677725118484,5.0000000000000036,0.6881516587677725,13.333333333333332
ST001,SKU0004,0.5829383886255924,0.0,7,2.0762816789808833,9.06398620760005,13.144554927979197,0.0,17.488151658767773,11.65876777251185,11.65876777251185,0.0,30.0,11.65876777251185,20.0,10.0,20.0,11.65876777251185,1165.8767772511849,0.0,1165.8767772511849,1165.8767772511849,0.466350710900474,5.0,0.6995260663507109,13.333333333333332
ST001,SKU0005,0.4858490566037736,0.0,7,2.122947904799361,9.267707134033813,12.668650530260228,0.0,14.575471698113208,9.716981132075471,9.716981132075471,0.0,30.0,9.716981132075471,20.0,10.0,20.0,9.716981132075471,971.6981132075471,0.0,971.6981132075471,971.6981132075471,0.3886792452830189,5.0000000000000036,0.5830188679245283,13.333333333333332
ST001,SKU0006,0.7061611374407583,0.0,7,3.2158698671560875,14.038846663448194,18.981974625533503,0.0,21.184834123222746,14.123222748815165,14.123222748815165,0.0,30.0,14.123222748815165,20.0,10.0,20.0,14.123222748815165,1412.3222748815165,0.0,1412.3222748815165,1412.3222748815165,0.5649289099526066,5.0,0.8473933649289099,13.333333333333336
ST001,SKU0007,1.0758293838862558,0.0,7,6.4130769414116475,27.996221097401637,35.527026784605425,0.0,32.274881516587676,21.516587677725116,21.516587677725116,0.0,30.0,21.516587677725116,20.0,10.0,20.0,21.516587677725116,2151.6587677725115,0.0,2151.6587677725115,2151.6587677725115,0.8606635071090047,5.0000000000000036,1.290995260663507,13.333333333333332
ST001,SKU0008,0.5094339622641509,0.0,7,2.0153217988609957,8.797866481063322,12.363904216912378,0.0,15.283018867924529,10.18867924528302,10.18867924528302,0.0,30.0,10.18867924528302,20.0,10.0,20.0,10.18867924528302,1018.867924528302,0.0,1018.867924528302,1018.867924528302,0.4075471698113208,5.0,0.6113207547169811,13.333333333333332
ST001,SKU0009,0.24528301886792453,0.0,7,1.0193513480177159,4.449967772997994,6.166948905073466,0.0,7.3584905660377355,4.90566037735849,4.90566037735849,0.0,30.0,4.90566037735849,20.0,10.0,20.0,4.90566037735849,490.566037735849,0.0,490.566037735849,490.566037735849,0.19622641509433963,5.0000000000000036,0.2943396226415094,13.333333333333332
ST001,SKU0010,0.36018957345971564,0.0,7,1.1518630714279112,5.028446331805516,7.5497733460235255,0.0,10.80568720379147,7.203791469194313,7.203791469194313,0.0,30.0,7.203791469194313,20.0,10.0,20.0,7.203791469194313,720.3791469194313,0.0,720.3791469194313,720.3791469194313,0.28815165876777254,5.0000000000000036,0.43222748815165873,13.333333333333332
ST001,SKU0011,0.5235849056603774,0.0,7,2.0754512733421437,9.060361080367823,12.725455419990464,0.0,15.707547169811322,10.471698113207548,10.471698113207548,0.0,30.0,10.471698113207548,20.0,10.0,20.0,10.471698113207548,1047.169811320755,0.0,1047.169811320755,1047.169811320755,0.41886792452830196,5.0000000000000036,0.6283018867924529,13.333333333333332
ST001,SKU0012,0.6839622641509434,0.0,7,2.7345650179565704,11.937715319392437,16.72545116844904,0.0,20.5188679245283,13.679245283018869,13.679245283018869,0.0,30.0,13.679245283018869,20.0,10.0,20.0,13.679245283018869,1367.9245283018868,0.0,1367.9245283018868,1367.9245283018868,0.5471698113207547,4.9999999999999964,0.8207547169811321,13.333333333333332
ST001,SKU0013,0.5213270142180095,0.0,7,2.0709487455845417,9.040705341983486,12.689994441509553,0.0,15.639810426540286,10.42654028436019,10.42654028436019,0.0,30.0,10.42654028436019,20.0,10.0,20.0,10.42654028436019,1042.654028436019,0.0,1042.654028436019,1042.654028436019,0.41706161137440767,5.0000000000000036,0.6255924170616114,13.333333333333332
ST001,SKU0014,0.5639810426540285,0.0,7,2.182054793869399,9.525737647296316,13.473604945874515,0.0,16.919431279620856,11.27962085308057,11.27962085308057,0.0,30.0,11.27962085308057,20.0,10.0,20.0,11.27962085308057,1127.9620853080569,0.0,1127.9620853080569,1127.9620853080569,0.4511848341232228,5.0,0.6767772511848341,13.333333333333332
ST001,SKU0015,0.981042654028436,0.0,7,8.232318475321785,35.93810120865338,42.80539978685243,0.0,29.431279620853083,19.620853080568722,19.620853080568722,0.0,30.0,19.620853080568722,20.0,10.0,20.0,19.620853080568722,1962.0853080568722,0.0,1962.0853080568722,1962.0853080568722,0.7848341232227489,5.0,1.1772511848341232,13.333333333333332
ST001,SKU0016,0.5801886792452831,0.0,7,2.3076596055802234,10.07406415447521,14.13538490919219,0.0,17.40566037735849,11.60377358490566,11.60377358490566,0.0,30.0,11.60377358490566,20.0,10.0,20.0,11.60377358490566,1160.377358490566,0.0,1160.377358490566,1160.377358490566,0.4641509433962265,5.0000000000000036,0.6962264150943397,13.333333333333336
ST001,SKU0017,0.5117370892018779,0.0,7,2.1513714990159833,9.391790040779076,12.973949665192222,0.0,15.352112676056336,10.234741784037558,10.234741784037558,0.0,30.0,10.234741784037558,20.0,10.0,20.0,10.234741784037558,1023.4741784037558,0.0,1023.4741784037558,1023.4741784037558,0.40938967136150234,5.0,0.6140845070422535,13.333333333333332
ST001,SKU0018,0.22169811320754718,0.0,7,1.008448173610812,4.402370077827971,5.954256870280801,0.0,6.650943396226415,4.433962264150944,4.433962264150944,0.0,30.0,4.433962264150944,20.000000000000004,9.999999999999996,20.000000000000004,4.433962264150944,443.3962264150944,0.0,443.3962264150944,443.3962264150944,0.17735849056603775,5.0,0.2660377358490566,13.333333333333332
ST001,SKU0019,0.976303317535545,0.0,7,3.8955906188234324,17.006160578752976,23.84028380150179,0.0,29.28909952606635,19.5260663507109,19.5260663507109,0.0,30.0,19.5260663507109,20.0,10.0,20.0,19.5260663507109,1952.6066350710898,0.0,1952.6066350710898,1952.6066350710898,0.7810426540284361,5.0000000000000036,1.171563981042654,13.333333333333332
ST001,SKU0020,0.5071090047393365,0.0,7,1.8267057735988785,7.974465172457008,11.524228205632363,0.0,15.213270142180095,10.142180094786731,10.142180094786731,0.0,30.0,10.142180094786731,20.0,10.0,20.0,10.142180094786731,1014.2180094786731,0.0,1014.2180094786731,1014.2180094786731,0.4056872037914692,5.0,0.6085308056872037,13.333333333333329
ST001,SKU0021,0.6919431279620853,0.0,7,2.834293649569195,12.373079629828073,17.21668152556267,0.0,20.75829383886256,13.838862559241708,13.838862559241708,0.0,30.0,13.838862559241708,20.0,10.0,20.0,13.838862559241708,1383.8862559241709,0.0,1383.8862559241709,1383.8862559241709,0.5535545023696683,5.0,0.8303317535545024,13.333333333333332
ST001,SKU0022,0.5545023696682464,0.0,7,1.9199742343866608,8.381627673933924,12.263144261611648,0.0,16.635071090047393,11.090047393364928,11.090047393364928,0.0,30.0,11.090047393364928,20.0,10.0,20.0,11.090047393364928,1109.0047393364928,0.0,1109.0047393364928,1109.0047393364928,0.44360189573459713,5.0,0.6654028436018956,13.333333333333332
ST001,SKU0023,0.8199052132701422,0.0,7,3.495000782140566,15.257389787508284,20.99672628039928,0.0,24.597156398104268,16.398104265402843,16.398104265402843,0.0,30.0,16.398104265402843,20.0,10.0,20.0,16.398104265402843,1639.8104265402842,0.0,1639.8104265402842,1639.8104265402842,0.6559241706161139,5.000000000000007,0.9838862559241706,13.333333333333332
ST001,SKU0024,0.5545023696682464,0.0,7,2.177944884025191,9.507795878354509,13.389312466032234,0.0,16.635071090047393,11.090047393364928,11.090047393364928,0.0,30.0,11.090047393364928,20.0,10.0,20.0,11.090047393364928,1109.0047393364928,0.0,1109.0047393364928,1109.0047393364928,0.44360189573459713,5.0,0.6654028436018956,13.333333333333332
ST001,SKU0025,0.5402843601895735,0.0,7,1.9053903273887514,8.317961778684655,12.099952300011669,0.0,16.208530805687204,10.80568720379147,10.80568720379147,0.0,30.0,10.80568720379147,20.0,10.0,20.0,10.80568720379147,1080.568720379147,0.0,1080.568720379147,1080.568720379147,0.4322274881516588,5.0,0.6483412322274882,13.333333333333332
ST001,SKU0026,0.2112676056338028,0.0,7,0.8781760625964212,3.833668523784035,5.312541763220655,0.0,6.338028169014084,4.225352112676056,4.225352112676056,0.0,30.0,4.225352112676056,20.0,10.0,20.0,4.225352112676056,422.53521126760563,0.0,422.53521126760563,422.53521126760563,0.16901408450704225,5.0,0.2535211267605634,13.333333333333336
ST001,SKU0027,0.22274881516587677,0.0,7,1.00600768170693,4.391716135648312,5.9509578418094495,0.0,6.682464454976303,4.454976303317536,4.454976303317536,0.0,30.0,4.454976303317536,20.0,10.0,20.0,4.454976303317536,445.49763033175356,0.0,445.49763033175356,445.49763033175356,0.17819905213270143,5.0,0.2672985781990521,13.333333333333332
